city,date,temp_max,temp_min,temp_avg,wind_speed,precipitation,humidity,data_source,danger_label,risk_level
tunisia,2016-07-14,29.0,22.0,25.5,33.5,0.0,50.1,historical,1,Yellow
tunisia,2016-07-15,27.9,21.0,24.0,43.1,0.0,48.1,historical,1,Yellow
tunisia,2016-07-16,29.0,20.1,24.2,29.4,0.0,51.0,historical,1,Yellow
tunisia,2016-07-17,30.0,16.0,24.4,25.5,0.0,54.5,historical,1,Yellow
tunisia,2016-07-18,31.0,20.0,25.6,24.4,0.0,55.3,historical,1,Yellow
tunisia,2016-07-19,31.0,18.0,25.0,27.6,0.0,58.7,historical,1,Yellow
tunisia,2016-07-20,34.8,18.0,26.6,20.5,0.0,49.7,historical,1,Yellow
tunisia,2016-07-21,36.0,17.3,28.4,16.4,0.0,43.0,historical,1,Yellow
tunisia,2016-07-22,38.9,24.0,31.6,27.6,0.0,33.9,historical,2,Orange
tunisia,2016-07-23,33.9,25.0,29.2,22.4,0.0,45.3,historical,1,Yellow
tunisia,2016-07-24,31.9,23.0,27.4,25.7,0.205,58.8,historical,1,Yellow
tunisia,2016-07-25,31.9,24.0,27.3,34.1,0.0,58.8,historical,1,Yellow
tunisia,2016-07-26,32.9,23.8,27.6,27.7,0.0,59.0,historical,1,Yellow
tunisia,2016-07-27,33.2,23.0,28.1,30.6,0.0,52.9,historical,1,Yellow
tunisia,2016-07-28,33.9,23.0,28.5,25.8,0.0,46.6,historical,1,Yellow
tunisia,2016-07-29,34.9,23.0,28.1,25.8,0.0,48.5,historical,1,Yellow
tunisia,2016-07-30,34.0,20.8,27.0,19.4,0.001,65.1,historical,1,Yellow
tunisia,2016-07-31,38.0,21.7,29.6,14.8,0.19,53.3,historical,1,Yellow
tunisia,2016-08-01,38.9,24.9,30.7,25.3,0.0,45.5,historical,2,Orange
tunisia,2016-08-02,32.8,23.5,28.1,30.1,0.0,48.1,historical,1,Yellow
tunisia,2016-08-03,31.9,23.0,26.7,31.5,0.0,61.6,historical,1,Yellow
tunisia,2016-08-04,33.0,19.4,27.0,16.6,0.0,58.3,historical,1,Yellow
tunisia,2016-08-05,35.9,21.0,28.6,23.5,0.0,53.7,historical,2,Orange
tunisia,2016-08-06,30.0,23.9,26.5,37.1,0.0,55.4,historical,1,Yellow
tunisia,2016-08-07,31.0,23.0,26.2,31.1,0.0,57.9,historical,1,Yellow
tunisia,2016-08-08,31.9,22.0,26.5,27.6,0.0,61.6,historical,1,Yellow
tunisia,2016-08-09,31.9,22.0,26.4,22.1,0.0,62.4,historical,1,Yellow
tunisia,2016-08-10,31.0,20.0,26.3,23.1,0.0,62.3,historical,1,Yellow
tunisia,2016-08-11,29.9,23.0,25.6,29.5,0.0,50.2,historical,1,Yellow
tunisia,2016-08-12,30.0,21.4,25.0,29.4,0.0,56.1,historical,1,Yellow
tunisia,2016-08-13,29.0,20.0,24.4,23.9,0.0,62.9,historical,1,Yellow
tunisia,2016-08-14,29.1,19.7,24.8,18.4,0.0,63.9,historical,0,Green
tunisia,2016-08-15,32.9,21.0,26.6,24.1,0.0,61.4,historical,1,Yellow
tunisia,2016-08-16,33.9,22.0,28.1,19.1,0.0,63.8,historical,1,Yellow
tunisia,2016-08-17,32.9,24.0,27.2,30.3,0.14,68.8,historical,1,Yellow
tunisia,2016-08-18,32.0,19.7,25.7,15.5,0.0,67.4,historical,1,Yellow
tunisia,2016-08-19,36.0,20.9,28.7,18.4,0.005,55.1,historical,1,Yellow
tunisia,2016-08-20,37.9,22.0,30.5,17.3,0.003,51.5,historical,1,Yellow
tunisia,2016-08-21,35.4,24.0,29.1,27.7,0.0,59.3,historical,2,Orange
tunisia,2016-08-22,30.9,23.0,26.4,36.8,0.0,56.1,historical,1,Yellow
tunisia,2016-08-23,29.0,22.0,25.1,38.8,0.012,62.7,historical,1,Yellow
tunisia,2016-08-24,30.0,22.0,25.4,33.3,0.0,63.6,historical,1,Yellow
tunisia,2016-08-25,30.0,22.2,25.9,22.2,0.0,68.3,historical,1,Yellow
tunisia,2016-08-26,31.1,21.0,26.1,21.4,0.0,68.1,historical,1,Yellow
tunisia,2016-08-27,34.0,23.0,28.2,20.6,0.005,65.8,historical,1,Yellow
tunisia,2016-08-28,34.0,23.0,28.1,22.3,0.0,67.5,historical,1,Yellow
tunisia,2016-08-29,34.0,24.0,27.8,16.5,0.003,68.1,historical,1,Yellow
tunisia,2016-08-30,35.9,23.0,28.9,19.8,0.0,57.5,historical,1,Yellow
tunisia,2016-08-31,32.0,23.6,26.8,24.1,0.013,72.5,historical,1,Yellow
tunisia,2016-09-01,32.0,23.0,26.9,31.5,0.0,65.9,historical,1,Yellow
tunisia,2016-09-02,31.9,23.0,26.6,31.5,0.0,66.2,historical,1,Yellow
tunisia,2016-09-03,32.9,22.0,27.3,23.8,0.0,62.9,historical,1,Yellow
tunisia,2016-09-04,32.9,22.0,27.2,22.3,0.001,55.1,historical,1,Yellow
tunisia,2016-09-05,35.9,23.0,29.6,29.8,0.0,32.7,historical,2,Orange
tunisia,2016-09-06,32.0,24.0,27.6,31.5,0.548,54.2,historical,1,Yellow
tunisia,2016-09-07,26.9,19.0,23.0,23.9,14.241,66.0,historical,1,Yellow
tunisia,2016-09-08,28.9,20.0,24.2,31.6,0.06,66.9,historical,1,Yellow
tunisia,2016-09-09,30.0,23.0,25.8,29.5,0.0,65.9,historical,1,Yellow
tunisia,2016-09-10,30.0,22.0,25.7,22.2,0.0,68.8,historical,1,Yellow
tunisia,2016-09-11,29.2,21.4,25.2,22.3,0.038,71.5,historical,1,Yellow
tunisia,2016-09-12,30.7,22.0,25.4,21.9,0.005,72.3,historical,1,Yellow
tunisia,2016-09-13,32.0,20.0,25.9,21.7,0.0,74.5,historical,1,Yellow
tunisia,2016-09-14,32.0,24.0,27.5,13.2,0.188,76.2,historical,1,Yellow
tunisia,2016-09-15,32.0,23.0,27.1,24.7,0.868,67.3,historical,1,Yellow
tunisia,2016-09-16,31.0,24.9,27.0,30.0,0.005,68.9,historical,1,Yellow
tunisia,2016-09-17,28.0,23.0,25.2,19.1,0.0,58.2,historical,0,Green
tunisia,2016-09-18,29.9,22.0,25.1,29.4,0.21,56.3,historical,1,Yellow
tunisia,2016-09-19,26.0,21.0,23.2,34.1,0.445,61.7,historical,1,Yellow
tunisia,2016-09-20,28.0,21.0,23.6,24.1,0.2,60.3,historical,1,Yellow
tunisia,2016-09-21,28.9,18.7,23.9,22.2,0.007,58.9,historical,1,Yellow
tunisia,2016-09-22,30.8,20.0,24.1,22.4,0.0,64.7,historical,1,Yellow
tunisia,2016-09-23,28.0,18.2,22.4,14.8,28.787,77.6,historical,1,Yellow
tunisia,2016-09-24,28.0,18.0,23.2,18.3,0.141,75.5,historical,0,Green
tunisia,2016-09-25,25.0,18.0,21.8,20.5,3.143,75.6,historical,0,Green
tunisia,2016-09-26,24.2,19.4,21.5,14.7,1.962,75.9,historical,0,Green
tunisia,2016-09-27,26.0,17.4,21.5,14.8,0.0,73.5,historical,0,Green
tunisia,2016-09-28,24.0,17.4,20.5,11.1,5.978,80.5,historical,0,Green
tunisia,2016-09-29,24.8,18.0,20.8,14.8,3.956,85.5,historical,0,Green
tunisia,2016-09-30,28.0,18.0,23.1,16.4,2.94,83.2,historical,0,Green
tunisia,2016-10-01,28.0,23.0,25.2,21.3,0.0,77.9,historical,1,Yellow
tunisia,2016-10-02,29.4,18.7,24.0,14.8,0.01,74.8,historical,0,Green
tunisia,2016-10-03,29.0,21.8,24.5,17.3,0.0,82.2,historical,0,Green
tunisia,2016-10-04,29.0,20.0,24.0,19.3,0.0,77.1,historical,0,Green
tunisia,2016-10-05,27.0,20.0,22.9,18.7,0.001,73.5,historical,0,Green
tunisia,2016-10-06,27.0,18.0,22.7,13.0,0.107,76.7,historical,0,Green
tunisia,2016-10-07,27.8,20.9,23.6,22.2,3.823,69.3,historical,1,Yellow
tunisia,2016-10-08,28.0,14.0,22.4,20.0,0.0,69.4,historical,0,Green
tunisia,2016-10-09,25.0,17.9,20.9,23.9,0.211,77.4,historical,0,Green
tunisia,2016-10-10,24.9,14.5,19.4,24.7,0.534,79.0,historical,0,Green
tunisia,2016-10-11,27.0,17.0,21.4,20.4,2.863,67.0,historical,1,Yellow
tunisia,2016-10-12,26.0,17.0,22.2,16.6,0.0,71.8,historical,0,Green
tunisia,2016-10-13,31.0,22.0,26.1,27.4,0.0,70.7,historical,1,Yellow
tunisia,2016-10-14,30.9,22.0,25.7,28.1,0.0,70.0,historical,1,Yellow
tunisia,2016-10-15,27.0,20.0,23.2,22.0,0.0,65.8,historical,1,Yellow
tunisia,2016-10-16,26.0,16.5,21.5,15.3,0.0,74.0,historical,0,Green
tunisia,2016-10-17,26.1,16.0,20.7,17.3,0.196,77.2,historical,0,Green
tunisia,2016-10-18,28.9,14.7,21.2,15.3,0.007,75.1,historical,0,Green
tunisia,2016-10-19,26.0,18.0,22.1,20.4,0.0,65.3,historical,1,Yellow
tunisia,2016-10-20,26.0,17.1,21.4,12.8,4.626,72.5,historical,0,Green
tunisia,2016-10-21,25.0,17.9,21.4,14.7,0.2,74.5,historical,0,Green
tunisia,2016-10-22,27.0,16.7,21.1,34.8,0.051,80.2,historical,1,Yellow
tunisia,2016-10-23,28.1,18.9,23.4,14.7,16.667,83.6,historical,1,Yellow
tunisia,2016-10-24,29.1,20.0,24.4,20.4,0.0,81.1,historical,1,Yellow
tunisia,2016-10-25,30.0,20.0,24.4,13.6,0.196,80.1,historical,0,Green
tunisia,2016-10-26,33.9,19.9,25.4,12.6,0.0,67.0,historical,1,Yellow
tunisia,2016-10-27,26.9,20.0,22.9,33.4,0.259,64.1,historical,1,Yellow
tunisia,2016-10-28,23.0,18.1,19.9,33.4,2.714,68.6,historical,0,Green
tunisia,2016-10-29,22.0,17.9,19.6,25.6,0.026,56.6,historical,0,Green
tunisia,2016-10-30,23.0,16.0,18.8,16.2,0.001,64.7,historical,0,Green
tunisia,2016-10-31,23.0,14.7,18.8,16.3,0.005,69.3,historical,0,Green
tunisia,2016-11-01,23.0,14.0,18.2,13.9,0.005,74.0,historical,0,Green
tunisia,2016-11-02,25.0,12.0,17.6,10.0,0.196,71.6,historical,0,Green
tunisia,2016-11-03,26.0,14.0,19.6,18.4,0.0,68.8,historical,0,Green
tunisia,2016-11-04,26.0,13.7,19.2,12.5,0.005,71.2,historical,0,Green
tunisia,2016-11-05,29.0,14.1,20.3,13.5,0.192,55.8,historical,0,Green
tunisia,2016-11-06,30.0,20.8,23.7,18.3,0.0,37.2,historical,0,Green
tunisia,2016-11-07,23.0,16.0,19.2,20.0,0.739,77.7,historical,0,Green
tunisia,2016-11-08,20.0,12.0,15.6,34.9,6.316,74.5,historical,0,Green
tunisia,2016-11-09,17.0,10.0,13.3,25.9,10.467,83.2,historical,1,Yellow
tunisia,2016-11-10,18.0,13.9,15.8,23.8,0.438,81.2,historical,0,Green
tunisia,2016-11-11,19.1,12.8,15.4,20.3,0.1,80.9,historical,0,Green
tunisia,2016-11-12,20.0,14.0,16.1,22.3,1.23,75.8,historical,0,Green
tunisia,2016-11-13,22.1,11.2,15.9,12.9,0.0,75.7,historical,0,Green
tunisia,2016-11-14,22.0,12.9,16.0,11.7,0.0,74.9,historical,0,Green
tunisia,2016-11-15,20.0,13.0,16.8,15.5,0.413,87.2,historical,0,Green
tunisia,2016-11-16,24.0,19.0,21.1,24.1,0.389,72.3,historical,0,Green
tunisia,2016-11-17,20.5,15.0,17.4,25.3,1.175,82.5,historical,0,Green
tunisia,2016-11-18,19.2,14.9,16.6,11.6,13.038,89.0,historical,0,Green
tunisia,2016-11-19,20.0,13.0,16.0,8.3,0.408,87.5,historical,0,Green
tunisia,2016-11-20,21.0,12.2,15.9,9.3,0.037,89.0,historical,0,Green
tunisia,2016-11-21,21.0,12.8,16.5,13.0,0.0,84.8,historical,0,Green
tunisia,2016-11-22,22.0,11.0,16.6,14.8,0.005,74.4,historical,0,Green
tunisia,2016-11-23,24.0,16.0,19.7,27.7,0.0,65.8,historical,0,Green
tunisia,2016-11-24,22.0,14.0,19.8,27.6,4.635,76.2,historical,0,Green
tunisia,2016-11-25,20.0,11.9,15.7,17.2,0.033,79.1,historical,0,Green
tunisia,2016-11-26,20.1,8.0,14.1,11.0,0.0,79.3,historical,0,Green
tunisia,2016-11-27,20.0,8.2,13.5,11.1,0.007,75.8,historical,0,Green
tunisia,2016-11-28,19.0,9.0,12.9,11.0,0.005,78.5,historical,0,Green
tunisia,2016-11-29,17.0,10.9,14.1,20.6,4.625,84.6,historical,0,Green
tunisia,2016-11-30,16.0,11.0,13.0,22.2,22.923,68.1,historical,1,Yellow
tunisia,2016-12-01,16.0,7.8,11.0,12.9,0.005,72.6,historical,0,Green
tunisia,2016-12-02,18.0,6.2,10.6,12.8,0.005,78.9,historical,0,Green
tunisia,2016-12-03,16.0,6.1,10.9,9.9,0.005,81.9,historical,0,Green
tunisia,2016-12-04,20.0,6.0,13.0,14.7,0.005,80.9,historical,0,Green
tunisia,2016-12-05,18.0,13.1,15.6,20.3,0.039,72.0,historical,0,Green
tunisia,2016-12-06,20.6,11.0,15.7,12.8,0.429,79.3,historical,0,Green
tunisia,2016-12-07,18.0,11.0,14.8,11.6,2.252,90.1,historical,0,Green
tunisia,2016-12-08,17.0,14.9,15.8,14.9,31.025,94.7,historical,1,Yellow
tunisia,2016-12-09,19.0,13.0,16.3,17.1,1.205,85.3,historical,0,Green
tunisia,2016-12-10,18.0,9.0,13.7,7.6,0.005,87.0,historical,0,Green
tunisia,2016-12-11,19.0,8.1,12.8,11.7,0.01,83.4,historical,0,Green
tunisia,2016-12-12,19.0,9.9,13.9,24.1,0.604,81.4,historical,0,Green
tunisia,2016-12-13,19.0,11.0,14.8,14.7,0.216,81.7,historical,0,Green
tunisia,2016-12-14,18.7,8.0,13.2,12.1,0.005,86.7,historical,0,Green
tunisia,2016-12-15,17.0,9.0,13.6,11.1,0.273,88.7,historical,0,Green
tunisia,2016-12-16,16.0,12.1,14.4,23.7,23.02,86.4,historical,1,Yellow
tunisia,2016-12-17,17.0,14.9,15.4,25.2,0.071,68.6,historical,0,Green
tunisia,2016-12-18,16.1,14.8,15.3,27.7,1.655,78.5,historical,0,Green
tunisia,2016-12-19,19.0,14.9,17.0,33.3,0.652,78.0,historical,0,Green
tunisia,2016-12-20,18.0,12.0,14.7,25.8,0.0,65.0,historical,0,Green
tunisia,2016-12-21,17.0,10.8,13.6,12.0,0.203,79.9,historical,0,Green
tunisia,2016-12-22,16.0,8.0,12.8,14.7,23.919,93.8,historical,1,Yellow
tunisia,2016-12-23,18.0,9.9,14.5,24.1,0.003,82.2,historical,0,Green
tunisia,2016-12-24,18.0,13.0,15.1,22.3,0.0,78.3,historical,0,Green
tunisia,2016-12-25,18.0,12.8,15.1,22.3,0.018,76.1,historical,0,Green
tunisia,2016-12-26,18.0,13.0,15.1,11.1,0.0,81.2,historical,0,Green
tunisia,2016-12-27,18.0,8.0,13.4,12.9,0.0,84.5,historical,0,Green
tunisia,2016-12-28,18.0,11.1,14.2,18.9,0.005,74.1,historical,0,Green
tunisia,2016-12-29,17.0,10.0,12.9,25.9,0.389,72.7,historical,0,Green
tunisia,2016-12-30,14.0,10.0,11.2,17.3,0.021,60.3,historical,0,Green
tunisia,2016-12-31,14.7,7.0,10.7,16.2,1.938,64.0,historical,0,Green
tunisia,2017-01-01,13.0,5.8,8.8,12.8,0.02,74.1,historical,0,Green
tunisia,2017-01-02,16.0,6.0,9.7,14.1,0.008,69.7,historical,0,Green
tunisia,2017-01-03,16.0,6.0,11.1,23.9,0.005,63.3,historical,0,Green
tunisia,2017-01-04,16.0,11.0,13.2,25.9,0.026,69.0,historical,0,Green
tunisia,2017-01-05,16.0,8.9,12.6,55.1,7.826,67.2,historical,1,Yellow
tunisia,2017-01-06,11.0,7.0,8.9,38.8,0.139,55.7,historical,0,Green
tunisia,2017-01-07,12.0,6.0,8.6,14.5,0.0,60.8,historical,0,Green
tunisia,2017-01-08,11.0,7.0,9.3,14.9,1.598,86.7,historical,0,Green
tunisia,2017-01-09,13.0,8.0,9.8,24.0,12.556,76.5,historical,1,Yellow
tunisia,2017-01-10,11.1,6.0,9.2,24.0,0.658,75.8,historical,0,Green
tunisia,2017-01-11,13.0,8.9,10.4,20.2,7.269,84.3,historical,0,Green
tunisia,2017-01-12,16.0,6.0,10.6,16.4,0.021,76.6,historical,0,Green
tunisia,2017-01-13,15.1,7.0,10.9,24.0,0.436,70.2,historical,0,Green
tunisia,2017-01-14,12.0,8.0,10.3,20.4,0.005,68.8,historical,0,Green
tunisia,2017-01-15,8.8,4.8,6.5,40.4,7.224,81.0,historical,1,Yellow
tunisia,2017-01-16,10.0,5.0,6.7,31.5,2.22,81.1,historical,0,Green
tunisia,2017-01-17,7.9,2.8,5.5,33.4,6.491,82.5,historical,0,Green
tunisia,2017-01-18,13.0,5.0,8.0,31.6,0.564,77.5,historical,0,Green
tunisia,2017-01-19,14.0,6.0,9.3,20.3,0.0,73.2,historical,0,Green
tunisia,2017-01-20,16.0,4.0,11.0,29.4,0.356,80.7,historical,0,Green
tunisia,2017-01-21,16.0,10.9,14.3,35.2,1.376,59.7,historical,0,Green
tunisia,2017-01-22,14.0,5.1,9.9,14.8,0.0,67.2,historical,0,Green
tunisia,2017-01-23,14.0,3.0,9.2,11.0,0.003,70.4,historical,0,Green
tunisia,2017-01-24,15.1,5.0,9.5,14.7,3.241,77.5,historical,0,Green
tunisia,2017-01-25,16.0,8.0,10.7,19.4,0.536,83.1,historical,0,Green
tunisia,2017-01-26,17.0,6.7,11.2,14.5,0.065,70.9,historical,0,Green
tunisia,2017-01-27,16.1,5.8,11.0,24.9,0.196,70.0,historical,0,Green
tunisia,2017-01-28,13.1,8.0,11.1,33.1,0.031,66.1,historical,0,Green
tunisia,2017-01-29,15.0,7.0,11.3,15.2,0.043,79.0,historical,0,Green
tunisia,2017-01-30,17.0,6.5,11.3,11.2,0.2,83.2,historical,0,Green
tunisia,2017-01-31,19.0,5.0,12.0,14.7,0.007,74.3,historical,0,Green
tunisia,2017-02-01,18.0,7.0,12.5,14.8,0.005,66.0,historical,0,Green
tunisia,2017-02-02,21.0,8.1,13.8,14.6,0.0,64.3,historical,0,Green
tunisia,2017-02-03,20.0,7.0,13.0,11.1,0.0,72.9,historical,0,Green
tunisia,2017-02-04,19.0,9.0,13.5,20.4,0.005,72.4,historical,0,Green
tunisia,2017-02-05,21.0,10.5,14.5,36.9,0.012,65.3,historical,0,Green
tunisia,2017-02-06,12.0,8.9,10.3,42.8,4.239,74.3,historical,1,Yellow
tunisia,2017-02-07,15.0,11.6,13.2,38.8,3.953,68.4,historical,0,Green
tunisia,2017-02-08,17.0,9.0,12.7,27.7,9.126,79.1,historical,0,Green
tunisia,2017-02-09,12.0,7.9,9.4,27.5,4.374,84.3,historical,0,Green
tunisia,2017-02-10,15.0,9.0,11.7,20.4,8.19,83.3,historical,0,Green
tunisia,2017-02-11,18.0,5.1,11.7,18.4,1.15,80.9,historical,0,Green
tunisia,2017-02-12,18.0,11.9,14.3,28.9,0.0,70.4,historical,0,Green
tunisia,2017-02-13,18.0,13.1,15.3,29.4,0.005,75.8,historical,0,Green
tunisia,2017-02-14,18.0,13.0,15.1,25.8,0.005,79.1,historical,0,Green
tunisia,2017-02-15,18.0,10.0,13.8,18.3,0.005,77.6,historical,0,Green
tunisia,2017-02-16,16.1,7.0,11.6,12.1,0.191,80.3,historical,0,Green
tunisia,2017-02-17,17.0,7.0,12.3,14.7,0.0,75.8,historical,0,Green
tunisia,2017-02-18,16.0,7.0,11.7,17.4,0.005,83.3,historical,0,Green
tunisia,2017-02-19,16.1,9.0,12.3,20.4,0.007,75.1,historical,0,Green
tunisia,2017-02-20,16.0,5.7,10.9,12.8,0.196,78.0,historical,0,Green
tunisia,2017-02-21,17.0,6.0,11.3,11.1,0.005,76.8,historical,0,Green
tunisia,2017-02-22,19.0,5.1,11.3,9.4,0.196,78.8,historical,0,Green
tunisia,2017-02-23,20.0,9.0,13.6,12.2,0.002,81.9,historical,0,Green
tunisia,2017-02-24,22.7,11.0,16.1,25.9,0.0,77.0,historical,0,Green
tunisia,2017-02-25,18.0,11.0,14.2,31.6,0.764,70.9,historical,0,Green
tunisia,2017-02-26,18.0,8.4,12.7,22.3,0.656,79.0,historical,0,Green
tunisia,2017-02-27,18.0,10.0,13.7,20.3,0.0,80.8,historical,0,Green
tunisia,2017-02-28,21.9,7.0,13.5,20.0,0.196,79.4,historical,0,Green
tunisia,2017-03-01,20.0,10.8,14.7,29.4,0.0,72.2,historical,0,Green
tunisia,2017-03-02,22.0,8.0,14.4,14.6,0.0,77.2,historical,0,Green
tunisia,2017-03-03,21.9,9.1,15.4,20.5,0.0,79.1,historical,0,Green
tunisia,2017-03-04,19.8,11.9,16.2,23.9,0.0,64.5,historical,0,Green
tunisia,2017-03-05,20.0,12.0,15.6,22.2,0.0,71.6,historical,0,Green
tunisia,2017-03-06,20.0,11.7,15.6,25.5,0.0,66.4,historical,0,Green
tunisia,2017-03-07,17.0,12.1,15.4,60.8,0.003,61.4,historical,1,Yellow
tunisia,2017-03-08,18.0,11.9,14.0,40.6,1.286,62.7,historical,1,Yellow
tunisia,2017-03-09,18.1,11.0,14.8,36.9,0.0,72.3,historical,0,Green
tunisia,2017-03-10,21.7,13.8,16.3,38.8,0.0,69.3,historical,0,Green
tunisia,2017-03-11,19.0,10.9,14.9,31.5,0.005,62.9,historical,0,Green
tunisia,2017-03-12,21.1,5.8,14.2,14.7,0.0,57.5,historical,0,Green
tunisia,2017-03-13,20.0,10.0,15.5,17.5,0.005,77.2,historical,0,Green
tunisia,2017-03-14,19.0,11.0,14.9,14.9,0.0,80.0,historical,0,Green
tunisia,2017-03-15,17.0,12.0,14.0,22.2,0.01,75.2,historical,0,Green
tunisia,2017-03-16,17.1,11.7,14.0,22.3,0.01,62.5,historical,0,Green
tunisia,2017-03-17,19.0,10.0,13.7,16.4,0.0,68.6,historical,0,Green
tunisia,2017-03-18,22.9,9.8,14.6,14.8,0.006,62.8,historical,0,Green
tunisia,2017-03-19,23.9,10.8,15.7,16.6,0.005,51.1,historical,0,Green
tunisia,2017-03-20,22.0,5.8,14.5,16.5,0.001,72.0,historical,0,Green
tunisia,2017-03-21,19.0,11.7,15.6,33.3,0.01,74.8,historical,0,Green
tunisia,2017-03-22,19.0,11.8,15.4,16.5,0.0,77.9,historical,0,Green
tunisia,2017-03-23,24.0,9.8,17.0,26.8,0.198,72.6,historical,0,Green
tunisia,2017-03-24,21.0,14.0,17.1,29.5,0.0,69.5,historical,0,Green
tunisia,2017-03-25,17.0,11.3,14.9,24.1,0.001,80.7,historical,0,Green
tunisia,2017-03-26,20.0,9.0,14.0,16.4,0.005,75.4,historical,0,Green
tunisia,2017-03-27,20.0,7.0,13.6,18.4,0.001,77.7,historical,0,Green
tunisia,2017-03-28,16.0,11.0,13.4,12.8,0.831,74.7,historical,0,Green
tunisia,2017-03-29,18.0,8.0,13.2,18.4,4.989,75.4,historical,0,Green
tunisia,2017-03-30,21.0,9.0,14.8,25.7,0.005,72.4,historical,0,Green
tunisia,2017-03-31,24.0,8.9,16.4,18.3,0.001,65.5,historical,0,Green
tunisia,2017-04-01,27.9,12.0,17.3,38.6,0.889,65.4,historical,1,Yellow
tunisia,2017-04-02,17.0,11.9,14.3,44.2,4.666,67.1,historical,1,Yellow
tunisia,2017-04-03,18.0,10.8,14.0,36.8,2.047,72.7,historical,0,Green
tunisia,2017-04-04,21.0,13.9,16.6,30.5,0.46,71.9,historical,0,Green
tunisia,2017-04-05,22.7,12.0,17.3,27.4,0.0,61.7,historical,0,Green
tunisia,2017-04-06,23.8,10.0,15.8,23.5,4.86,71.6,historical,0,Green
tunisia,2017-04-07,19.7,12.0,15.3,18.3,4.94,81.1,historical,0,Green
tunisia,2017-04-08,19.1,13.0,16.2,14.6,0.004,81.0,historical,0,Green
tunisia,2017-04-09,18.6,13.0,15.5,13.6,0.249,83.8,historical,0,Green
tunisia,2017-04-10,20.2,13.0,16.2,18.3,0.0,80.1,historical,0,Green
tunisia,2017-04-11,23.0,12.0,17.0,25.8,0.008,67.5,historical,0,Green
tunisia,2017-04-12,22.9,13.0,17.3,27.7,0.0,63.2,historical,0,Green
tunisia,2017-04-13,23.9,12.0,18.0,22.2,0.0,55.7,historical,0,Green
tunisia,2017-04-14,25.9,12.9,18.7,18.3,0.0,49.1,historical,0,Green
tunisia,2017-04-15,27.1,11.8,19.3,13.8,0.0,56.5,historical,0,Green
tunisia,2017-04-16,22.9,14.0,18.0,38.7,0.0,65.9,historical,0,Green
tunisia,2017-04-17,24.0,15.0,18.9,29.4,0.0,53.5,historical,0,Green
tunisia,2017-04-18,26.0,12.0,19.1,25.6,0.0,47.0,historical,1,Yellow
tunisia,2017-04-19,21.1,13.1,16.7,28.2,0.0,60.2,historical,0,Green
tunisia,2017-04-20,19.0,10.0,15.0,20.3,0.0,51.2,historical,0,Green
tunisia,2017-04-21,18.0,11.0,14.2,31.1,0.0,49.1,historical,0,Green
tunisia,2017-04-22,19.0,9.9,14.4,16.5,0.0,48.0,historical,0,Green
tunisia,2017-04-23,24.9,9.0,17.3,24.0,0.0,52.6,historical,0,Green
tunisia,2017-04-24,23.7,11.0,17.9,28.7,0.0,52.0,historical,0,Green
tunisia,2017-04-25,22.0,12.0,17.9,29.4,0.0,72.0,historical,0,Green
tunisia,2017-04-26,26.0,15.0,20.6,27.6,0.0,64.6,historical,1,Yellow
tunisia,2017-04-27,29.0,19.0,23.6,24.1,0.0,48.1,historical,1,Yellow
tunisia,2017-04-28,22.9,16.0,18.9,29.2,0.0,66.2,historical,0,Green
tunisia,2017-04-29,21.0,13.9,17.0,31.4,0.0,56.8,historical,0,Green
tunisia,2017-04-30,23.0,11.0,16.9,20.3,0.0,62.6,historical,0,Green
tunisia,2017-05-01,27.0,12.0,19.4,25.9,0.0,63.4,historical,1,Yellow
tunisia,2017-05-02,22.9,13.0,17.9,30.8,0.0,58.8,historical,0,Green
tunisia,2017-05-03,23.9,9.5,17.7,20.5,0.005,65.2,historical,0,Green
tunisia,2017-05-04,29.7,14.0,21.8,17.4,0.0,60.0,historical,0,Green
tunisia,2017-05-05,33.9,16.0,23.6,23.8,0.004,63.7,historical,1,Yellow
tunisia,2017-05-06,28.2,18.0,22.9,42.3,0.0,63.8,historical,1,Yellow
tunisia,2017-05-07,26.0,16.4,20.5,35.1,0.0,55.6,historical,1,Yellow
tunisia,2017-05-08,24.0,15.9,19.7,48.0,0.0,53.5,historical,1,Yellow
tunisia,2017-05-09,26.9,14.1,19.8,24.0,0.0,55.8,historical,1,Yellow
tunisia,2017-05-10,27.9,12.8,21.4,20.4,0.003,61.6,historical,1,Yellow
tunisia,2017-05-11,28.0,18.0,22.8,29.4,0.283,62.2,historical,1,Yellow
tunisia,2017-05-12,28.0,19.9,23.4,27.6,0.012,47.8,historical,1,Yellow
tunisia,2017-05-13,27.0,17.8,21.8,25.8,0.0,57.4,historical,1,Yellow
tunisia,2017-05-14,28.0,16.0,21.7,24.1,0.0,59.9,historical,1,Yellow
tunisia,2017-05-15,27.0,17.9,21.7,26.2,0.0,60.2,historical,1,Yellow
tunisia,2017-05-16,26.9,17.0,21.5,31.4,0.001,60.9,historical,1,Yellow
tunisia,2017-05-17,26.1,17.0,21.3,20.4,0.0,64.7,historical,1,Yellow
tunisia,2017-05-18,29.0,14.8,22.4,27.7,0.0,56.5,historical,1,Yellow
tunisia,2017-05-19,28.9,19.6,23.6,30.1,0.0,55.5,historical,1,Yellow
tunisia,2017-05-20,25.9,17.8,20.7,29.7,0.0,55.6,historical,1,Yellow
